N,X,Y,Z
1734,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + Z9
1740,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1739,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1738,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1737,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1736,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1735,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9
1741,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + Z9
1742,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/4,Z4 + Z9
1743,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + Z9
1749,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1748,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1747,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1746,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1745,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1744,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9
1756,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1755,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1754,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1753,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1752,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1751,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X8),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1750,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X8 + X9),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9
1757,UNDEFINED,UNDEFINED,UNDEFINED
1760,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
1759,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
1758,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
1761,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + Z7 + Z9
1762,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + Z7 + Z9
1765,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
1764,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
1763,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
1766,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + Z7 + Z9
1767,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + Z7 + Z9
1770,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
1769,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
1768,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
1776,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1775,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1774,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1773,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1772,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1771,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
1779,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
1778,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
1777,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
1780,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + 2*Z7 + Z9
1781,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + 2*Z7 + Z9
1784,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
1783,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
1782,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
1785,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + 2*Z7 + Z9
1786,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + 2*Z7 + Z9
1789,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
1788,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
1787,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
1795,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1794,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1793,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1792,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180))),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1791,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1790,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
1796,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9*2
1797,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*3/4,Z4 + Z9*2
1798,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9*2
1799,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/4,Z4 + Z9*2
1801,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9*2
1800,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9*2
1806,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
1805,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
1804,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*Z9*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
1803,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
1802,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
1807,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z10 + Z4
1808,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z10 + Z4
1809,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z10 + Z4
1810,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z10 + Z4
1811,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z10 + Z4
1812,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z10 + Z4
1813,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z10 + Z4
1814,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z10 + Z11 + Z4
1815,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z10 + Z11 + Z4
1816,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z10 + Z11 + Z4
1817,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z10 + Z11 + Z4
1818,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z10 + Z11 + Z4
1819,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z10 + Z11 + Z4
1820,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z10 + Z11 + Z4
