N,X,Y,Z
726,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
727,X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
728,X3 + X4,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
729,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
730,X3 + X4 + X5,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
731,X3 + X4 + X5 + X6,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9
771,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
772,X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
773,(Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
774,X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
775,X3 + X4 + X5 + X6,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
776,X3 + X3 + X4 + X5 + X6 + X7,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z7 + Z9
768,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
769,(Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
770,X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z7 + Z9
767,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + Z7 + Z9
766,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + Z7 + Z9
763,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
764,(Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
765,X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z7 + Z9
762,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + Z7 + Z9
761,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + Z7 + Z9
758,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
759,(Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
760,X3 + X4 + X5 + X6 + X7 - (Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z7 + Z9
790,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
791,X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
792,(Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
793,X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
794,X3 + X4 + X5 + X6,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
795,X3 + X3 + X4 + X5 + X6 + X7,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + 2*Z7 + Z9
787,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
788,(Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
789,X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + 2*Z7 + Z9
786,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4 + 2*Z7 + Z9
785,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4 + 2*Z7 + Z9
782,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
783,(Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
784,X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + 2*Z7 + Z9
781,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4 + 2*Z7 + Z9
780,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4 + 2*Z7 + Z9
777,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
778,(Z7*2 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
779,X3 + X4 + X5 + X6 + X7 - (2*Z7 + Z9)*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + 2*Z7 + Z9
802,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
803,X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
804,Z9*2*TAN(PI*ALFA/(2*180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
805,X3 + X4 + X5 + X6,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
806,X3 + X3 + X4 + X5 + X6 + X7,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4 + Z9*2
800,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9*2
801,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4 + Z9*2
799,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/4,Z4 + Z9*2
798,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4 + Z9*2
797,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*3/4,Z4 + Z9*2
796,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4 + Z9*2
813,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z10 + Z4
812,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z10 + Z4
811,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z10 + Z4
810,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z10 + Z4
809,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z10 + Z4
808,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z10 + Z4
807,X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z10 + Z4
820,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z10 + Z11 + Z4
819,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z10 + Z11 + Z4
818,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z10 + Z11 + Z4
817,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z10 + Z11 + Z4
816,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z10 + Z11 + Z4
815,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z10 + Z11 + Z4
814,(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z10 + Z11 + Z4
1002,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y3,Z0
1001,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y3,Z0
1004,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4,Z0
1003,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4,Z0
1007,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y3,Z1
1006,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y3,Z1
1005,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y3,Z1
1009,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4/2,Z1
1008,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4/2,Z1
1012,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4,Z1
1011,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4,Z1
1010,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4,Z1
1015,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y3,Z2
1014,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y3,Z2
1013,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y3,Z2
1017,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4/2,Z2
1016,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4/2,Z2
1020,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4,Z2
1019,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4,Z2
1018,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4,Z2
1022,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y3,Z3
1021,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y3,Z3
1024,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4,Z3
1023,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4,Z3
1039,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y1,Z4
1038,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y1,Z4
1037,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*X3/3,Y1,Z4
1036,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-X3/3 + X3),Y1,Z4
1035,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,Y1,Z4
1034,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4/3),Y1,Z4
1033,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 - X4/3 + X4),Y1,Z4
1032,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),Y1,Z4
1031,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),Y1,Z4
1030,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6/3),Y1,Z4
1029,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 - X6/3 + X6),Y1,Z4
1028,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),Y1,Z4
1027,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7/3),Y1,Z4
1026,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 - X7/3 + X7),Y1,Z4
1025,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y1,Z4
1045,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y2,Z4
1044,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y2,Z4
1043,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,Y2,Z4
1042,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),Y2,Z4
1041,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),Y2,Z4
1040,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),Y2,Z4
1069,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y3,Z4
1068,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y3,Z4
1067,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*X3/3,Y3,Z4
1066,-F1 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,Y3,Z4
1065,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-X3/3 + X3),Y3,Z4
1064,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,Y3,Z4
1063,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2),Y3,Z4
1062,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4/3),Y3,Z4
1061,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 - X4/3 + X4),Y3,Z4
1060,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3),Y3,Z4
1059,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),Y3,Z4
1058,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),Y3,Z4
1057,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y3,Z4
1056,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),Y3,Z4
1055,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),Y3,Z4
1054,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 - F3 + X3 + X4 + X5 + X6 + X7),Y3,Z4
1053,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6/3),Y3,Z4
1052,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 - X6/3 + X6),Y3,Z4
1051,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 + X3 + X4 + X5 + X6 + X7),Y3,Z4
1050,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),Y3,Z4
1049,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7/3),Y3,Z4
1048,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 + X3 + X4 + X5 + X6 + X7),Y3,Z4
1047,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 - X7/3 + X7),Y3,Z4
1046,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y3,Z4
1072,-F13 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,F9,Z4
1071,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,F9,Z4
1070,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F13 + X3 + X4 + X5 + X6 + X7),F9,Z4
1073,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,F11 + F9,Z4
1075,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,F5,Z4
1074,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),F5,Z4
1077,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R3*COS(45*PI/180)),F5 + F6 + F7 + F8 - R3*COS(45*PI/180),Z4
1076,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R3*COS(45*PI/180)),F5 + F6 + F7 + F8 - R3*COS(45*PI/180),Z4
1079,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/6,Z4
1078,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4/6,Z4
1081,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R2*COS(45*PI/180)),F5 + F6 + F7 + F8 - R2*COS(45*PI/180),Z4
1080,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R2*COS(45*PI/180)),F5 + F6 + F7 + F8 - R2*COS(45*PI/180),Z4
1083,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1*COS(45*PI/180)),F5 + F6 + F7 + F8 - R1*COS(45*PI/180),Z4
1082,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1*COS(45*PI/180)),F5 + F6 + F7 + F8 - R1*COS(45*PI/180),Z4
1085,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,F5 + F6,Z4
1084,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),F5 + F6,Z4
1087,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,F10,Z4
1086,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),F10,Z4
1089,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4*2/6,Z4
1088,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4*2/6,Z4
1091,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,F5 + F6 + F7,Z4
1090,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),F5 + F6 + F7,Z4
1098,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/2,Z4
1097,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4/2,Z4
1096,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,Y4/2,Z4
1095,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1),Y4/2,Z4
1094,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1),Y4/2,Z4
1093,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),Y4/2,Z4
1092,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),Y4/2,Z4
1100,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,-F5 - F6 - F7 + Y4,Z4
1099,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),-F5 - F6 - F7 + Y4,Z4
1102,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/6 + Y4/2,Z4
1101,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4/6 + Y4/2,Z4
1104,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,-F10 + Y4,Z4
1103,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),-F10 + Y4,Z4
1106,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,-F5 - F6 + Y4,Z4
1105,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),-F5 - F6 + Y4,Z4
1108,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1*COS(45*PI/180)),F5 + F6 + F7 + F8 + R1*COS(45*PI/180),Z4
1107,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1*COS(45*PI/180)),F5 + F6 + F7 + F8 + R1*COS(45*PI/180),Z4
1110,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R2*COS(45*PI/180)),F5 + F6 + F7 + F8 + R2*COS(45*PI/180),Z4
1109,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R2*COS(45*PI/180)),F5 + F6 + F7 + F8 + R2*COS(45*PI/180),Z4
1112,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,2*Y4/6 + Y4/2,Z4
1111,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,2*Y4/6 + Y4/2,Z4
1114,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R3*COS(45*PI/180)),F5 + F6 + F7 + F8 + R3*COS(45*PI/180),Z4
1113,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R3*COS(45*PI/180)),F5 + F6 + F7 + F8 + R3*COS(45*PI/180),Z4
1116,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,-F5 + Y4,Z4
1115,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),-F5 + Y4,Z4
1117,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,F5 + F6 + F7 + F8 + R1,Z4
1120,-F13 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,-F9 + Y4,Z4
1119,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,-F9 + Y4,Z4
1118,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F13 + X3 + X4 + X5 + X6 + X7),-F9 + Y4,Z4
1134,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4,Z4
1133,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,Y4,Z4
1132,-F1 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,Y4,Z4
1131,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2),Y4,Z4
